,Unnamed: 0,headline,url,publisher,date,stock
0,2,"McDonald’s Cuts Pay Packages, Closes Offices Alongside Layoffs Across Chain",https://www.wsj.com/articles/mcdonalds-cuts-pay-packages-closes-offices-alongside-layoffs-across-chain-1039c20b,GuruFocus,2023-04-07,A
